"PROCEDIMENTO","RN (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"HERNIORRAFIA LOMBAR","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"HERNIORRAFIA RECIDIVANTE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"HERNIORRAFIA RECIDIVANTE POR VIDEOLAPAROSCOPIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"HERNIORRAFIA UMBILICAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"LAPAROTOMIA EXPLORADORA PARA BIÓPSIA, DRENAGEM DE ABSCESSO OU LIBERAÇÃO DE BRIDAS EMVIGÊNCIA DE OCLUSÃO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEUROBLASTOMA ABDOMINAL - EXÉRESE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ONFALOCELE/GASTROSQUISE - TRATAMENTO CIRÚRGICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PARACENTESE ABDOMINAL","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PARACENTESE ABDOMINAL LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"RECONSTRUÇÃO DA PAREDE ABDOMINAL COM RETALHO MUSCULAR OU MIOCUTÂNEO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REPARAÇÃO DE OUTRAS HÉRNIAS (INCLUI HERNIORRAFIA MUSCULAR)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"RESSECÇÃO DE CISTO OU FÍSTULA DE ÚRACO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"RESSECÇÃO DE CISTO OU FÍSTULA OU RESTOS DO DUCTO ONFALOMESENTÉRICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"RESSUTURA DA PAREDE ABDOMINAL (POR DEISCÊNCIA TOTAL OU EVISCERAÇÃO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TERATOMA SACRO-COCCÍGEO - EXÉRESE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","ABDOME, PAREDE E CAVIDADE","SISTEMA DIGESTIVO E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ABSCESSO RENAL OU PERI-RENAL - DRENAGEM PERCUTÂNEA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ABSCESSO RENAL OU PERI-RENAL DRENAGEM CIRÚRGICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ADRENALECTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ADRENALECTOMIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ANGIOPLASTIA RENAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ANGIOPLASTIA RENAL TRANSLUMINAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"AUTOTRANSPLANTE RENAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA RENAL CIRÚRGICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CISTO RENAL - ESCLEROTERAPIA PERCUTÂNEA","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ENDOPIELOTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ESTENOSE DE JUNÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"FÍSTULA PIELO-CUTÂNEA - TRATAMENTO CIRÚRGICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"LOMBOTOMIA EXPLORADORA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"MARSUPIALIZAÇÃO DE CISTOS RENAIS","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFRECTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFRECTOMIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFRECTOMIA COM URETERECTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFRO OU PIELOENTEROCISTOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROLITOTOMIA SIMPLES, ANATRÓFICA OU PERCUTÂNEA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROLITOTRIPSIA EXTRACORPÓREA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROLITOTRIPSIA PERCUTÂNEA (PNEUMÁTICA OU PNEUMÁTICO-BALÍSTICA – MEC; ELETROHIDRÁULICA -E.H.; OU ULTRASSOM - U.S.)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROLITOTRIPSIA PERCUTÂNEA A LASER","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROPEXIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROPEXIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFRORRAFIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROSTOMIA PERCUTÂNEA","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROURETERECTOMIA COM RESSECÇÃO VESICAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"NEFROURETERECTOMIA COM RESSECÇÃO VESICAL LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOLITOTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOLITOTOMIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOLITOTOMIA COM NEFROLITOTOMIA SIMPLES OU ANATRÓFICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOPLASTIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOPLASTIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PIELOTOMIA EXPLORADORA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PUNÇÃO ASPIRATIVA RENAL PARA DIAGNÓSTICO DE REJEIÇÃO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PUNÇÃO BIÓPSIA RENAL PERCUTÂNEA","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REVASCULARIZAÇÃO RENAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"SINFISIOTOMIA (RIM EM FERRADURA)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TRANSURETERO ANASTOMOSE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TRATAMENTO CIRÚRGICO DA FÍSTULA PIELO-INTESTINAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TUMOR RENAL - ENUCLEAÇÃO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TUMOR WILMS - TRATAMENTO CIRÚRGICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TUMORES RETRO-PERITONEAIS - EXÉRESE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","RIM, BACINETE E SUPRA-RENAL","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA CIRÚRGICA DE URETER","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA ENDOSCÓPICA DE URETER","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CATETERISMO URETERAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"COLOCAÇÃO CIRÚRGICA DE DUPLO J","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"COLOCAÇÃO ENDOSCÓPICA DE DUPLO J","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"COLOCAÇÃO NEFROSCÓPICA DE DUPLO J","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"COLOCAÇÃO URETEROSCÓPICA DE DUPLO J","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CORREÇÃO LAPAROSCÓPICA DE REFLUXO VÉSICO-URETERAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"DILATAÇÃO ENDOSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"DUPLICAÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"FÍSTULA URETERO-CUTÂNEA (TRATAMENTO CIRÚRGICO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"FÍSTULA URETERO-INTESTINAL (TRATAMENTO CIRÚRGICO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"FÍSTULA URETERO-VAGINAL (TRATAMENTO CIRÚRGICO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"MEATOTOMIA ENDOSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REFLUXO VÉSICO-URETERAL - TRATAMENTO ENDOSCÓPICO (COM DIRETRIZ DE UTILIZAÇÃO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","122","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REIMPLANTE URETERAL POR VIA EXTRA, INTRA OU TRANSVESICAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REIMPLANTE URETEROINTESTINAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REIMPLANTE URETEROINTESTINAL LAPAROSCÓPICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REIMPLANTE URETERO-VESICAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"REIMPLANTE URETERO-VESICAL LAPAROSCÓPICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"RETIRADA ENDOSCÓPICA DE CÁLCULO DE URETER","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"TRANSURETEROSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETERECTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROCELE -TRATAMENTO CIRURGICO OU ENDOSCOPICO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROILEOCISTOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROILEOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETERÓLISE","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROLITOTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROLITOTRIPSIA EXTRACORPÓREA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROPLASTIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETERORRENOLITOTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETERORRENOLITOTRIPSIA A LASER","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETERORRENOLITOTRIPSIA FLEXÍVEL OU RÍGIDA (MEC., E.H., OU US)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROSSIGMOIDOPLASTIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROSSIGMOIDOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROSTOMIA CUTÂNEA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROTOMIA INTERNA PERCUTÂNEA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROTOMIA INTERNA URETEROSCÓPICA FLEXÍVEL OU RÍGIDA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROURETEROCISTONEOSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROURETEROSTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"URETEROURETEROSTOMIA LAPAROSCÓPICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","URETER","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"AMPLIAÇÃO VESICAL","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BEXIGA PSÓICA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA ENDOSCÓPICA DE BEXIGA","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA VESICAL A CÉU ABERTO","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CÁLCULO VESICAL - EXTRAÇÃO ENDOSCÓPICA","","","","Ambulatorial","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CISTECTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CISTECTOMIA LAPAROSCÓPICA (INCLUI PRÓSTATA OU ÚTERO)","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CISTOLITOTOMIA","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CISTOLITOTRIPSIA A LASER","","","","","Hospitalar com Ocupação","Hospitalar sem Ocupação","Referência","Paciente","","BEXIGA","SISTEMA URINÁRIO","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
